Year,Cause Name,State,Deaths
2011,Kidney disease,North Dakota,110
2008,Kidney disease,Rhode Island,163
2005,Kidney disease,Tennessee,719
2007,Kidney disease,Utah,220
2013,Suicide,Georgia,1212
2008,Suicide,Louisiana,532
2007,Suicide,Louisiana,522
2012,Suicide,Minnesota,656
2005,Suicide,New Hampshire,162
2003,Suicide,New Hampshire,158
2010,Suicide,North Carolina,1174
2001,Suicide,North Carolina,997
2000,Suicide,North Carolina,971
2008,Suicide,South Carolina,565
2006,Suicide,Wisconsin,670
2010,Influenza and pneumonia,Connecticut,568
2012,Influenza and pneumonia,District of Columbia,76
2011,Influenza and pneumonia,New Jersey,1257
2006,Kidney disease,Colorado,472
2016,Kidney disease,Connecticut,570
2015,Kidney disease,Connecticut,584
1999,Kidney disease,Connecticut,457
2005,Kidney disease,District of Columbia,68
2008,Kidney disease,Florida,2946
2010,Kidney disease,Idaho,186
2016,Kidney disease,Maryland,823
2001,Kidney disease,Maryland,593
1999,Kidney disease,Minnesota,605
2009,Kidney disease,Nebraska,258
1999,Kidney disease,Nebraska,232
2016,Suicide,Hawaii,174
2002,Suicide,Indiana,743
2010,Suicide,Iowa,372
2008,Suicide,Kansas,337
2001,Suicide,Kentucky,495
2001,Suicide,Maine,161
2013,Suicide,Minnesota,678
2002,Suicide,Missouri,693
2010,Suicide,United States,38364
1999,Suicide,West Virginia,229
2004,Alzheimer's disease,Hawaii,171
2013,Influenza and pneumonia,Connecticut,604
2005,Influenza and pneumonia,Florida,2802
2012,Influenza and pneumonia,Montana,155
2000,Kidney disease,Arizona,614
2006,Kidney disease,District of Columbia,68
2009,Kidney disease,Florida,3050
2007,Kidney disease,Florida,2923
2006,Kidney disease,Hawaii,179
2001,Kidney disease,New York,2421
2014,Kidney disease,Wyoming,78
1999,Suicide,Florida,2029
2000,Suicide,Kansas,325
2011,Suicide,Michigan,1221
2014,Suicide,Minnesota,686
2004,Suicide,Mississippi,350
2002,Suicide,Mississippi,343
2009,Suicide,North Carolina,1174
2006,Suicide,North Carolina,1106
2010,Suicide,Ohio,1439
2008,Suicide,Ohio,1412
2009,Suicide,Pennsylvania,1631
2013,Suicide,Rhode Island,132
2001,Suicide,Tennessee,711
2014,Suicide,Texas,3254
2006,Suicide,Vermont,81
2015,Influenza and pneumonia,Colorado,659
2010,Influenza and pneumonia,Colorado,550
2009,Influenza and pneumonia,Nebraska,266
2015,Kidney disease,Maryland,834
2005,Kidney disease,Minnesota,669
2003,Kidney disease,Minnesota,654
2006,Kidney disease,Nebraska,249
2005,Kidney disease,Nebraska,245
2003,Kidney disease,New Mexico,217
2002,Kidney disease,New York,2465
1999,Kidney disease,Tennessee,675
2012,Kidney disease,Wyoming,72
2007,Suicide,Indiana,790
2010,Suicide,Louisiana,557
2011,Suicide,North Carolina,1213
2008,Suicide,North Carolina,1162
2003,Suicide,North Dakota,81
2011,Suicide,Ohio,1465
2010,Suicide,Rhode Island,129
2002,Suicide,South Dakota,94
2011,Suicide,United States,39518
2000,Suicide,Vermont,77
2006,Suicide,Washington,809
2012,Alzheimer's disease,Hawaii,249
2009,Influenza and pneumonia,District of Columbia,73
2015,Influenza and pneumonia,Idaho,218
2016,Influenza and pneumonia,Oklahoma,546
2004,Influenza and pneumonia,Washington,738
2012,Kidney disease,Connecticut,569
2009,Kidney disease,Idaho,186
2016,Kidney disease,Maine,239
2000,Kidney disease,Maryland,594
2008,Kidney disease,New Hampshire,174
2011,Kidney disease,Rhode Island,174
2012,Kidney disease,Utah,270
2007,Suicide,Alabama,592
2006,Suicide,Alabama,580
2000,Suicide,Florida,2086
2013,Suicide,Louisiana,583
2012,Suicide,Louisiana,567
2005,Suicide,Maine,175
2004,Suicide,Maine,171
2004,Suicide,Missouri,715
2012,Suicide,Pennsylvania,1647
2000,Suicide,Washington,727
2012,Suicide,Wisconsin,723
2016,Influenza and pneumonia,Alaska,61
2009,Influenza and pneumonia,Alaska,51
2008,Influenza and pneumonia,Minnesota,745
2015,Influenza and pneumonia,New Jersey,1402
2012,Influenza and pneumonia,New Mexico,281
2011,Kidney disease,Alaska,53
2001,Kidney disease,Arizona,644
2005,Kidney disease,Colorado,470
2002,Kidney disease,District of Columbia,70
2008,Kidney disease,Hawaii,197
2004,Kidney disease,Minnesota,669
2000,Kidney disease,New York,2440
2015,Kidney disease,North Dakota,118
2010,Kidney disease,Wyoming,69
1999,Suicide,Alabama,555
2013,Suicide,Delaware,122
2005,Suicide,Florida,2347
2009,Suicide,Hawaii,175
2011,Suicide,Louisiana,573
2002,Suicide,Maine,166
2012,Suicide,Michigan,1261
2010,Suicide,Michigan,1263
2011,Suicide,Minnesota,683
2014,Suicide,Mississippi,380
2005,Suicide,Missouri,727
2000,Suicide,Missouri,699
2012,Suicide,Nebraska,232
2007,Suicide,South Dakota,102
2015,Suicide,Texas,3403
2005,Suicide,Vermont,78
2013,Suicide,Virginia,1072
2009,Suicide,Wisconsin,724
2013,Alzheimer's disease,Hawaii,260
2015,Alzheimer's disease,New York,3174
2011,Influenza and pneumonia,Alaska,58
2016,Influenza and pneumonia,Indiana,962
2010,Influenza and pneumonia,New Hampshire,191
2013,Influenza and pneumonia,New Jersey,1356
2006,Influenza and pneumonia,Oregon,522
2002,Kidney disease,Maryland,630
2002,Kidney disease,Minnesota,649
2012,Kidney disease,New Mexico,285
2004,Kidney disease,New Mexico,227
2007,Kidney disease,Rhode Island,167
2006,Kidney disease,Tennessee,768
2008,Suicide,Alabama,604
1999,Suicide,Arkansas,336
2015,Suicide,Delaware,122
2006,Suicide,Florida,2440
2014,Suicide,Georgia,1295
2008,Suicide,Indiana,809
2008,Suicide,Iowa,380
1999,Suicide,Missouri,700
2013,Suicide,North Carolina,1284
2014,Suicide,Ohio,1491
2016,Suicide,Texas,3488
2013,Suicide,United States,41149
2012,Suicide,United States,40600
2011,Suicide,Virginia,1054
2005,Influenza and pneumonia,Alaska,44
2007,Influenza and pneumonia,Delaware,117
2007,Influenza and pneumonia,Hawaii,199
2012,Influenza and pneumonia,Nebraska,291
2004,Influenza and pneumonia,Vermont,86
2016,Influenza and pneumonia,Virginia,1177
2009,Kidney disease,Alaska,47
2012,Kidney disease,Delaware,139
2002,Kidney disease,Texas,2166
2003,Kidney disease,Utah,207
2015,Suicide,Georgia,1317
2012,Suicide,Iowa,383
2002,Suicide,Kansas,345
2008,Suicide,Maine,181
2016,Suicide,Mississippi,383
2005,Suicide,Mississippi,363
2012,Suicide,North Carolina,1286
2001,Suicide,North Dakota,79
2000,Suicide,South Dakota,95
2000,Suicide,Tennessee,730
1999,Suicide,Tennessee,726
2015,Suicide,Virginia,1118
2012,Suicide,Virginia,1063
2007,Suicide,Wisconsin,729
2011,Influenza and pneumonia,Montana,156
2012,Influenza and pneumonia,New Hampshire,204
2010,Kidney disease,Hawaii,208
2008,Kidney disease,Nebraska,270
2007,Kidney disease,Nebraska,269
2014,Kidney disease,Nevada,365
2004,Kidney disease,New Hampshire,163
2007,Kidney disease,New Mexico,252
2003,Suicide,Florida,2297
2011,Suicide,Hawaii,181
2009,Suicide,Indiana,828
2003,Suicide,Kansas,347
2000,Suicide,Kentucky,521
2001,Suicide,Missouri,725
2013,Suicide,New Hampshire,185
2005,Suicide,Washington,822
2011,Suicide,Wisconsin,745
2008,Suicide,Wisconsin,743
2013,Influenza and pneumonia,Rhode Island,195
2009,Influenza and pneumonia,South Dakota,134
2006,Influenza and pneumonia,Washington,814
2006,Kidney disease,Alaska,44
2014,Kidney disease,Connecticut,605
2010,Kidney disease,Florida,3297
2006,Kidney disease,Minnesota,711
2001,Kidney disease,Montana,128
2015,Kidney disease,New Mexico,316
2002,Kidney disease,New Mexico,220
2013,Kidney disease,North Dakota,117
2016,Kidney disease,Oklahoma,577
2006,Kidney disease,Rhode Island,167
2014,Suicide,Iowa,407
2013,Suicide,Michigan,1295
2013,Suicide,Ohio,1526
2003,Suicide,Tennessee,762
2014,Suicide,Virginia,1123
2007,Diabetes,Nevada,312
2006,Diabetes,Nevada,294
2011,Influenza and pneumonia,Delaware,133
2009,Influenza and pneumonia,New Jersey,1309
2011,Influenza and pneumonia,North Dakota,120
2015,Influenza and pneumonia,Texas,3214
2005,Kidney disease,New Mexico,239
1999,Kidney disease,United States,35525
2016,Kidney disease,Wisconsin,960
2004,Suicide,Arkansas,361
2000,Suicide,Arkansas,349
2004,Suicide,Florida,2389
2006,Suicide,Indiana,824
2002,Suicide,Kentucky,540
2013,Suicide,Mississippi,388
2010,Suicide,Mississippi,388
2008,Suicide,Missouri,779
2016,Suicide,North Carolina,1373
2012,Suicide,Ohio,1542
2009,Suicide,South Carolina,619
2014,Suicide,United States,42826
2012,Suicide,Vermont,87
2009,Suicide,Vermont,87
2003,Suicide,Vermont,83
2000,Alzheimer's disease,Connecticut,526
2000,Alzheimer's disease,District of Columbia,75
2005,Alzheimer's disease,Hawaii,192
2016,Alzheimer's disease,New York,3349
2001,Influenza and pneumonia,Alaska,36
2011,Influenza and pneumonia,Colorado,618
2009,Influenza and pneumonia,New Hampshire,194
2011,Kidney disease,Connecticut,602
2008,Kidney disease,Montana,151
2005,Kidney disease,New Hampshire,173
2010,Kidney disease,New Mexico,276
2003,Kidney disease,South Dakota,124
2016,Kidney disease,United States,50046
2012,Kidney disease,United States,45622
2010,Kidney disease,Utah,263
2000,Kidney disease,Wisconsin,751
2000,Suicide,Alabama,583
2012,Suicide,Hawaii,190
2010,Suicide,Indiana,864
2011,Suicide,Mississippi,389
2009,Suicide,Mississippi,381
2016,Suicide,Nebraska,246
2008,Suicide,New Hampshire,179
2014,Suicide,North Carolina,1352
2008,Suicide,North Dakota,86
2007,Suicide,Washington,865
2003,Suicide,Washington,803
2009,Suicide,West Virginia,253
2014,Suicide,Wisconsin,769
2006,Alzheimer's disease,Hawaii,201
2008,Influenza and pneumonia,Alaska,51
2013,Influenza and pneumonia,District of Columbia,83
2007,Kidney disease,Connecticut,566
1999,Kidney disease,Kansas,390
2007,Kidney disease,Maryland,731
2016,Kidney disease,Massachusetts,1139
2000,Kidney disease,Minnesota,661
2013,Kidney disease,New Jersey,1400
2013,Kidney disease,New Mexico,302
2009,Kidney disease,New Mexico,274
2014,Kidney disease,United States,48146
2013,Kidney disease,United States,47112
2011,Suicide,Alabama,654
2014,Suicide,Delaware,126
2012,Suicide,Delaware,125
2007,Suicide,Florida,2587
2010,Suicide,Maine,186
2016,Suicide,Minnesota,745
2015,Suicide,Minnesota,730
2001,Suicide,New Hampshire,167
2011,Suicide,Pennsylvania,1747
2004,Suicide,Tennessee,792
2016,Suicide,Virginia,1166
2008,Suicide,Washington,889
2005,Suicide,West Virginia,255
2000,Suicide,West Virginia,245
2008,Alzheimer's disease,Hawaii,218
1999,Alzheimer's disease,Mississippi,356
2010,Diabetes,Massachusetts,1028
2009,Diabetes,Massachusetts,1007
2014,Influenza and pneumonia,Colorado,701
2014,Influenza and pneumonia,Connecticut,644
2012,Influenza and pneumonia,Michigan,1565
2010,Influenza and pneumonia,Wisconsin,904
2009,Kidney disease,Connecticut,585
2000,Kidney disease,Nebraska,254
2013,Kidney disease,Nevada,370
2012,Kidney disease,North Dakota,117
2009,Kidney disease,North Dakota,118
2007,Kidney disease,Tennessee,831
2015,Kidney disease,Wyoming,86
2006,Suicide,Arkansas,376
2002,Suicide,Florida,2338
2016,Suicide,Georgia,1409
2000,Suicide,Idaho,167
2005,Suicide,Kansas,362
2004,Suicide,Kentucky,560
2016,Suicide,Michigan,1364
2014,Suicide,Michigan,1354
2006,Suicide,North Dakota,90
2014,Suicide,Pennsylvania,1817
2002,Suicide,Tennessee,778
2015,Suicide,United States,44193
2009,Suicide,Washington,921
2004,Suicide,Washington,830
2007,Alzheimer's disease,Nevada,248
2015,Diabetes,Nevada,420
2011,Diabetes,Rhode Island,180
2010,Influenza and pneumonia,Maine,234
2007,Influenza and pneumonia,Ohio,1743
2012,Influenza and pneumonia,Texas,2974
1999,Kidney disease,Alaska,34
2010,Kidney disease,Connecticut,599
1999,Kidney disease,Delaware,100
1999,Kidney disease,Maine,191
2010,Kidney disease,Nebraska,290
2006,Kidney disease,New Mexico,262
2012,Kidney disease,Oklahoma,554
2011,Kidney disease,Oklahoma,550
2012,Kidney disease,Tennessee,933
2015,Kidney disease,United States,49959
2011,Kidney disease,United States,45591
2007,Kidney disease,Wyoming,68
2005,Suicide,Kentucky,566
1999,Suicide,Maine,175
2014,Suicide,Nebraska,251
2015,Suicide,North Carolina,1406
2013,Suicide,Pennsylvania,1788
2007,Suicide,Tennessee,844
2002,Suicide,Washington,811
2010,Suicide,Wisconsin,793
2001,Diabetes,Hawaii,173
2009,Influenza and pneumonia,Delaware,132
2010,Influenza and pneumonia,District of Columbia,80
2004,Influenza and pneumonia,Florida,3044
2011,Influenza and pneumonia,Idaho,217
2010,Influenza and pneumonia,Idaho,208
2012,Influenza and pneumonia,Indiana,973
2012,Influenza and pneumonia,Pennsylvania,2360
2016,Influenza and pneumonia,United States,51537
2010,Kidney disease,Alaska,56
2008,Kidney disease,Alaska,50
2008,Kidney disease,Connecticut,589
2006,Kidney disease,Connecticut,567
2004,Kidney disease,Maryland,699
2012,Kidney disease,Michigan,1586
2007,Kidney disease,Ohio,1747
2000,Kidney disease,United States,37251
2001,Kidney disease,Vermont,86
2014,Kidney disease,Wisconsin,980
2001,Kidney disease,Wisconsin,791
2001,Suicide,Delaware,108
2001,Suicide,Florida,2314
2015,Suicide,Hawaii,201
2011,Suicide,Indiana,881
2009,Suicide,Kentucky,592
2007,Suicide,Missouri,808
2006,Suicide,Missouri,799
2010,Suicide,South Carolina,637
2003,Suicide,South Dakota,102
2016,Suicide,United States,44965
2002,Alzheimer's disease,Connecticut,570
1999,Alzheimer's disease,Nevada,174
2012,Diabetes,Massachusetts,1099
2015,Influenza and pneumonia,Connecticut,667
2013,Influenza and pneumonia,Delaware,150
2003,Influenza and pneumonia,Florida,2996
2009,Influenza and pneumonia,Idaho,207
2010,Influenza and pneumonia,Michigan,1529
2004,Influenza and pneumonia,Minnesota,750
2010,Influenza and pneumonia,Montana,168
2015,Influenza and pneumonia,New Mexico,322
2010,Influenza and pneumonia,Pennsylvania,2324
2000,Kidney disease,Connecticut,524
2013,Kidney disease,Maine,252
2010,Kidney disease,Maryland,803
2012,Kidney disease,New Jersey,1431
2001,Kidney disease,Texas,2269
2005,Kidney disease,Wyoming,66
2003,Suicide,Arkansas,374
2009,Suicide,Kansas,382
2003,Suicide,Kentucky,567
2007,Suicide,Maine,191
2007,Suicide,Mississippi,396
2011,Suicide,South Carolina,658
2007,Influenza and pneumonia,Alaska,48
2006,Influenza and pneumonia,District of Columbia,76
2014,Influenza and pneumonia,Iowa,582
2010,Influenza and pneumonia,Iowa,560
2014,Influenza and pneumonia,Maine,258
2016,Influenza and pneumonia,Michigan,1672
2015,Influenza and pneumonia,Montana,183
2014,Influenza and pneumonia,Montana,179
2006,Influenza and pneumonia,New Jersey,1315
2005,Kidney disease,Connecticut,580
2008,Kidney disease,Maryland,775
2009,Kidney disease,Minnesota,807
2009,Kidney disease,Rhode Island,190
2015,Kidney disease,Wisconsin,996
2009,Suicide,Alabama,673
1999,Suicide,Colorado,574
2010,Suicide,Florida,2789
2007,Suicide,Kansas,382
2004,Suicide,Kansas,370
2005,Suicide,North Dakota,92
2003,Suicide,Oklahoma,476
2012,Suicide,South Carolina,673
1999,Suicide,South Dakota,103
2008,Suicide,West Virginia,261
2004,Diabetes,Hawaii,194
2010,Diabetes,Nevada,350
2014,Influenza and pneumonia,Delaware,156
2010,Influenza and pneumonia,Delaware,138
2007,Influenza and pneumonia,New Jersey,1343
2012,Influenza and pneumonia,Oklahoma,573
2010,Influenza and pneumonia,Rhode Island,197
2014,Influenza and pneumonia,Wisconsin,1002
2007,Kidney disease,Minnesota,780
2016,Kidney disease,New Jersey,1535
2014,Kidney disease,New Jersey,1502
2013,Suicide,Florida,2928
2014,Suicide,Hawaii,204
2011,Suicide,Kansas,394
2015,Suicide,Michigan,1410
2011,Suicide,New Hampshire,198
2015,Diabetes,Connecticut,653
2004,Diabetes,Nevada,290
2008,Influenza and pneumonia,District of Columbia,78
2015,Influenza and pneumonia,Indiana,1044
2013,Influenza and pneumonia,New Hampshire,226
2010,Influenza and pneumonia,North Dakota,128
2016,Influenza and pneumonia,Pennsylvania,2491
2014,Influenza and pneumonia,South Carolina,751
2001,Kidney disease,Delaware,108
2008,Kidney disease,District of Columbia,78
2001,Kidney disease,District of Columbia,79
2009,Kidney disease,Maryland,803
2013,Kidney disease,Michigan,1660
2006,Kidney disease,Ohio,1758
2002,Kidney disease,Oklahoma,500
2002,Kidney disease,South Dakota,128
2014,Suicide,Florida,3035
2011,Suicide,Florida,2880
2008,Suicide,Florida,2740
2015,Suicide,Iowa,433
2011,Suicide,Iowa,422
2006,Suicide,Kansas,379
2008,Suicide,Mississippi,409
2009,Suicide,North Dakota,90
2015,Suicide,Ohio,1650
1999,Suicide,Oregon,478
2007,Suicide,Vermont,89
2010,Suicide,Washington,957
2001,Alzheimer's disease,Connecticut,573
2006,Influenza and pneumonia,Alaska,49
2016,Influenza and pneumonia,California,5981
2008,Influenza and pneumonia,Idaho,206
2013,Influenza and pneumonia,Maine,258
2003,Kidney disease,Connecticut,567
2002,Kidney disease,Connecticut,554
2001,Kidney disease,Maine,208
2013,Kidney disease,Ohio,1985
2013,Kidney disease,Wisconsin,993
2009,Kidney disease,Wyoming,76
2010,Suicide,Alabama,679
2002,Suicide,Arkansas,377
2016,Suicide,Florida,3143
2010,Suicide,Kansas,401
2008,Suicide,Kentucky,612
2009,Suicide,Maine,197
2015,Suicide,Mississippi,431
2012,Suicide,Mississippi,410
2010,Suicide,Missouri,856
2015,Suicide,Pennsylvania,1894
2013,Suicide,South Carolina,696
2001,Suicide,South Dakota,105
2005,Suicide,Tennessee,856
1999,Suicide,Utah,282
1999,Suicide,Washington,816
2006,Suicide,West Virginia,269
2003,Suicide,West Virginia,266
2013,Diabetes,Massachusetts,1142
2014,Influenza and pneumonia,Alaska,68
2013,Influenza and pneumonia,Alaska,66
2016,Influenza and pneumonia,Massachusetts,1251
2011,Influenza and pneumonia,New Hampshire,220
2004,Influenza and pneumonia,Oregon,558
2012,Influenza and pneumonia,Wisconsin,996
2005,Kidney disease,Maryland,752
2008,Kidney disease,Minnesota,813
2008,Kidney disease,New Mexico,287
2014,Kidney disease,Ohio,2002
2014,Kidney disease,Tennessee,1036
2001,Kidney disease,United States,39480
2013,Kidney disease,Utah,312
2012,Suicide,New Hampshire,202
2010,Suicide,New Hampshire,196
2000,Suicide,Oregon,493
2006,Suicide,Tennessee,874
2008,Suicide,Vermont,94
2013,Suicide,Washington,1027
2010,Suicide,West Virginia,279
2003,Alzheimer's disease,Connecticut,612
2010,Alzheimer's disease,Nevada,296
2012,Diabetes,Connecticut,631
2013,Diabetes,Wyoming,89
2015,Influenza and pneumonia,Iowa,618
2007,Influenza and pneumonia,Maine,236
2011,Influenza and pneumonia,Nebraska,325
2008,Influenza and pneumonia,New Jersey,1413
2010,Influenza and pneumonia,New Mexico,294
2014,Influenza and pneumonia,Pennsylvania,2541
2013,Influenza and pneumonia,South Carolina,747
2014,Influenza and pneumonia,Texas,3452
2011,Influenza and pneumonia,Texas,3055
2015,Influenza and pneumonia,Wisconsin,1052
2011,Influenza and pneumonia,Wisconsin,986
2011,Kidney disease,Delaware,149
2009,Kidney disease,Hawaii,225
2006,Kidney disease,Maryland,767
2002,Kidney disease,Nebraska,277
2010,Kidney disease,New Hampshire,206
2011,Kidney disease,Ohio,1943
2015,Kidney disease,Oklahoma,616
2014,Kidney disease,Oklahoma,604
2007,Suicide,Arkansas,402
2010,Suicide,Kentucky,631
2016,Suicide,Louisiana,677
2007,Suicide,North Dakota,95
2016,Suicide,Ohio,1707
1999,Alzheimer's disease,Florida,3059
2013,Alzheimer's disease,Maryland,919
2007,Influenza and pneumonia,District of Columbia,82
2016,Influenza and pneumonia,Georgia,1423
2014,Influenza and pneumonia,Indiana,1063
2016,Influenza and pneumonia,Louisiana,720
2016,Influenza and pneumonia,Nebraska,342
2012,Influenza and pneumonia,North Dakota,133
